0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16,0,0,0,0,0,0,16,0,0,20,0,0,0,64,4,16,69,16,0,0,4,16,0,1,0,0,0,80,0,0,4,0,64,1,65,5,20,65,4,0,64,16,4,0,65,0,0,1,4,16,0,64,0,80,17,0,16,20,16,65,20,80,0,80,80,64,64,64,16,1,4,80,64,1,64,65,1,0,16,0,0,17,16,64,65,4,1,16,65,64,16,65,16,80,65,5,0,86
1,4,85,68,80,69,85,84,20,85,69,20,21,5,20,20,81,85,1,65,81,1,84,20,65,5,81,84,69,81,69,21,84,80,85,84,21,85,16,84,20,21,85,64,20,69,84,20,80,85,0,0,20,80,0,21,85,84,16,81,65,0,65,64,4,0,4,4,0,69,69,4,20,16,65,4,4,80,16,4,16,65,1,0,81,0,1,5,16,81,84,16,16,80,80,0,20,20,80,80,0,0,4,0,4,5,85,80,4,0,1,5,1,0,5,20,16,81,68,1,5,20,16,65,80,81,16,65,65,4,81,0,64,64,1,69,5,4,20,65,5,64,65,1,16,0,1,4,20,5,0,0,85,5,16,5,85,68,5,21,5,21,16,64,4,20,80,80,80,1,64,69,16,65,20,65,65,65,69,65,5,81,65,69,5,5,0,64,17,68,5,21,20,68,4,20,65,21,21,21,0,198
2,0,80,20,16,69,21,20,4,20,65,65,64,85,0,0,16,64,21,5,65,0,69,4,4,16,65,68,1,69,0,16,65,4,20,1,65,17,65,85,20,20,16,81,1,16,68,81,65,64,0,0,65,0,64,69,69,84,16,0,1,65,65,1,69,4,1,20,5,80,65,65,4,80,65,65,16,17,16,81,4,16,16,4,16,80,80,65,4,17,20,64,64,65,64,64,17,65,0,65,0,0,81,65,0,21,85,84,5,65,80,84,0,65,5,17,4,1,0,65,85,4,16,65,65,4,80,68,84,64,69,20,4,80,1,4,16,4,21,4,65,80,65,4,16,81,68,69,69,20,64,0,65,84,20,5,68,84,1,69,84,80,5,84,16,64,20,65,65,20,1,0,16,68,16,65,5,17,1,65,1,16,4,81,4,0,20,20,5,21,80,16,81,68,20,4,17,17,20,17,0,37
3,0,64,0,4,5,21,20,16,80,20,5,5,17,65,64,4,64,68,4,17,65,4,20,20,85,64,84,1,68,20,65,64,0,64,0,69,84,4,20,16,16,1,4,16,16,68,65,4,16,64,0,16,65,0,21,85,80,16,80,85,5,5,1,65,68,1,0,17,4,65,4,65,4,16,21,65,21,80,16,5,0,64,1,65,5,0,1,65,4,20,68,65,20,16,81,65,21,16,65,0,0,64,5,4,5,85,84,4,80,85,80,65,4,20,16,0,4,4,17,4,0,17,69,68,81,68,0,80,64,0,64,20,65,1,5,20,17,69,4,20,1,68,16,80,65,5,4,16,16,68,1,0,0,4,5,21,20,5,16,81,84,81,84,20,16,68,0,4,80,81,80,0,69,21,85,68,80,81,65,1,81,16,65,64,64,69,64,16,81,17,0,4,16,64,4,5,0,16,80,16,3
4,4,16,0,64,21,84,84,4,16,84,16,64,69,4,64,17,1,1,4,20,85,65,21,69,85,20,21,84,17,69,4,65,16,80,81,0,68,64,65,68,64,5,20,64,81,65,65,84,20,0,4,16,0,65,5,85,84,5,80,85,65,16,17,5,16,20,65,4,20,5,85,69,21,81,85,81,0,80,65,84,65,5,4,20,81,65,17,81,4,17,64,16,65,17,65,65,16,16,69,0,0,64,16,4,5,20,84,21,80,85,81,69,4,80,68,65,64,68,21,5,85,81,85,85,85,1,0,85,65,85,65,5,21,4,16,84,64,20,80,20,85,65,4,16,81,20,16,1,5,0,0,0,64,4,21,69,20,17,80,80,81,5,16,65,17,4,17,5,5,69,85,85,85,84,84,81,84,85,84,85,69,65,69,4,16,80,80,0,81,4,85,69,68,16,80,69,0,1,5,0,92
5,0,64,1,0,5,85,68,17,80,85,69,64,80,69,4,20,84,16,69,85,85,85,85,85,85,84,17,85,85,84,81,80,5,20,80,16,85,65,5,5,85,85,81,69,4,21,21,1,69,0,0,0,16,4,5,85,80,21,80,85,85,84,24,96,65,5,80,80,85,85,85,85,85,85,84,20,1,85,85,84,0,84,85,80,81,65,1,69,5,1,69,20,84,20,81,4,16,1,4,0,0,80,0,4,20,85,84,16,80,81,64,84,16,80,81,5,20,16,21,21,85,85,81,85,85,21,20,17,85,85,68,84,85,64,85,69,0,5,21,65,85,20,21,1,69,4,0,17,68,16,0,80,16,64,20,85,20,0,0,0,0,5,84,20,16,85,85,65,21,85,85,85,85,21,85,69,21,20,85,65,85,85,85,0,20,65,85,1,1,68,85,85,85,80,69,5,65,65,20,0,214
6,0,5,80,0,5,20,84,0,0,0,0,5,85,84,0,85,85,65,5,84,85,85,21,85,84,81,21,5,85,64,21,85,84,16,81,69,85,65,85,17,69,5,81,81,1,4,80,0,69,0,0,0,16,81,5,85,84,5,85,84,84,5,69,84,20,5,85,17,1,85,85,69,69,85,84,85,5,1,85,80,5,85,80,80,81,80,85,4,20,65,81,68,20,69,65,64,16,16,17,64,1,20,16,4,69,84,84,21,85,85,84,5,85,20,17,85,85,69,4,21,85,85,85,85,85,21,85,80,81,65,85,85,81,84,5,20,21,68,21,69,21,85,21,0,81,81,0,5,64,0,0,16,64,0,21,20,80,21,85,21,20,5,69,84,1,85,85,69,68,20,85,85,85,85,84,65,68,84,16,5,85,85,21,84,21,69,85,80,69,20,80,85,85,64,64,69,64,0,80,4,249
7,0,64,16,4,5,21,84,21,21,84,84,5,21,20,1,20,85,21,80,84,85,81,85,85,85,17,64,5,4,21,85,84,21,84,17,81,85,81,5,64,84,65,69,69,5,16,80,64,80,16,4,0,4,5,5,21,4,20,85,81,84,5,21,84,20,85,85,21,20,16,85,81,85,85,85,20,85,20,4,81,85,81,85,85,65,80,1,64,85,64,21,85,16,69,5,69,0,17,4,64,4,81,0,16,0,0,0,21,81,85,84,5,68,84,16,85,85,20,16,0,69,85,85,85,84,81,5,65,1,5,84,85,85,65,21,85,65,84,84,1,5,80,85,5,69,21,0,4,21,0,0,65,64,64,0,0,0,21,68,85,84,5,81,68,5,85,84,20,85,80,1,85,85,85,85,5,20,65,20,69,81,85,85,69,4,81,81,80,5,5,68,5,85,69,68,17,80,64,65,0,155
8,0,16,5,21,0,0,5,85,85,68,84,5,81,84,5,85,80,20,81,69,1,5,85,85,84,20,5,20,21,69,80,85,21,20,1,80,85,64,85,65,69,69,69,69,20,16,65,64,4,0,0,64,0,4,85,68,21,69,85,21,20,5,69,84,1,85,81,20,17,65,80,4,20,85,84,81,20,80,5,69,84,85,85,81,65,81,84,20,17,0,81,69,81,5,5,69,0,20,0,0,0,64,0,0,1,4,5,20,20,85,84,5,17,21,21,85,69,21,69,85,69,4,20,16,80,64,81,64,85,69,85,85,21,84,80,21,84,84,5,1,80,69,0,16,16,5,16,0,17,0,1,0,80,5,0,4,5,85,85,80,80,5,84,85,5,85,21,21,85,85,85,64,0,20,16,0,17,65,69,69,84,85,21,85,80,69,85,21,5,4,80,69,4,80,80,64,64,1,64,64,89
9,4,80,80,20,81,0,5,5,85,81,84,5,21,16,5,84,85,84,85,84,85,5,5,5,4,4,4,21,21,81,85,21,85,85,5,21,85,5,5,65,84,69,65,85,69,80,65,5,1,0,0,20,16,0,1,4,5,69,20,84,84,0,0,0,21,81,85,20,85,84,85,84,21,5,5,5,5,5,21,81,85,68,17,85,80,21,85,21,1,64,85,21,65,69,80,20,64,0,64,64,0,0,84,5,0,4,5,85,85,20,84,1,80,16,21,69,85,84,85,84,85,84,85,85,21,85,85,5,5,69,85,81,69,85,80,21,84,84,5,80,85,65,65,65,20,21,16,64,20,16,0,16,16,20,16,64,5,69,85,85,84,5,84,68,21,17,85,17,85,84,85,85,85,85,85,85,85,21,85,20,85,81,65,85,64,17,84,85,1,65,69,65,65,84,21,80,64,80,84,0,58
